,links,data,titulos,textos,verdadeira
0,https://www.boatos.org/saude/china-nao-teve-fase-3-coronavac-porque-brasileiros-sejam-cobaias.html,11/02/2021,China não teve fase 3 da Coronavac porque quer que brasileiros sejam cobaias #boato,"“Saiu uma notícia de que a Coronavac não passou pela fase 3 de testes na China. Ora, os brasileiros são as maiores cobaias voluntárias da China nos testes da vacina. A fase 3, meus queridos, são vocês!”.",1
1,https://www.boatos.org/saude/china-nao-teve-fase-3-coronavac-porque-brasileiros-sejam-cobaias.html,11/02/2021,China não teve fase 3 da Coronavac porque quer que brasileiros sejam cobaias #boato,“Coronavírus: CoronaVac não teve fase 3 de testagem na China”.,1
2,https://www.boatos.org/saude/china-nao-teve-fase-3-coronavac-porque-brasileiros-sejam-cobaias.html,11/02/2021,China não teve fase 3 da Coronavac porque quer que brasileiros sejam cobaias #boato,"“Claro que não, as cobaias são os Brasileiros!”.",1
3,https://www.boatos.org/saude/datas-vacinacao-para-idosos-em-marco-1o-de-marco-74-anos-2-de-marco-73-anos-etc.html,10/02/2021,"Datas da vacinação para idosos em março: “1º de março – 74 anos”, “2 de março – 73 anos” etc. #boato",Prestem atenção nas datas das vacinas para os nossos idosos a partir do dia 1° de março *Repassando Calendário de Março Atualizado- Previsão Primeira fase de Imunização dos Idosos* 01 de março – 74 anos 02 de março – 73 anos 03 de março – 72 anos 04 de março – 71 anos 05 de março – 70 anos 08 de março – 69 anos 09 de março – 68 anos 10 de março – 67 anos 11 de março – 66 anos 12 de março – 65 anos 15 de março – 64 anos 16 de março – 63 anos 17 de março – 62 anos 18 de março – 61 anos 19 de março – 60 anos 22 de março – 59 anos 23 de março – 58 anos 24 de março – 57 anos 25 de março – 56 anos 26 de março – 55 anos Um abraço e que todos vão ao posto de saúde tomar a vacina.,1
4,https://www.boatos.org/brasil/empresarios-de-belo-horizonte-juiz-de-fora-vicosa-curitiba-fortaleza-escrevem-carta-aberta-pregando-desobediencia-lockdown.html,18/03/2021,"Empresários de Belo Horizonte, Juiz de Fora, Viçosa, Curitiba e Fortaleza escrevem carta aberta pregando desobediência ao lockdown #boato","CARTA ABERTA DOS EMPRESÁRIOS DO MUNICÍPIO DE BELO HORIZONTE MG Ao Exmo. Sr. governador Romeu Zema Ao exmo. Prefeito Alexandre Kalil, Vereadores, Comitê de Contingência do Corona vírus e ao povo Belo- Horizontino. Informarmos que a partir do dia 22 de março de 2021, não aceitaremos e muito menos seguiremos qualquer decreto que impeça qualquer pessoa no Município de Belo Horizonte de exercer seu Direito Constitucional da Livre Iniciativa (Art. 1o, IV, CF e Art. 170, CF). Qualquer novo decreto que impeça o trabalho irá comprometer outro Direito Constitucional, o da Dignidade da Pessoa Humana (Art. 1o, III, CF) seja para Empresários, Colaboradores, Funcionários Públicos, Aposentados e outros, pois, além de inviabilizar a continuidade de atividades, demissão em massa, quem tem seus proventos sofrerá com enorme redução em virtude da inflação no preço dos produtos. Pedimos que o Sr. Prefeito, Vereadores e Comitê de Combate ao Covid que esqueçam a política e adotem o tratamento precoce, transparência da vacinação e verbas, façam investimentos na área da saúde, aumento de leitos, insumos, estoque de medicamentos, EPIs, dentre outros que garantam atendimento médico a todos, bem como a fiscalização contínua de festas clandestinas, churrascos e aglomerações. Reiteramos que Distanciamento Social não é sinônimo de Proibição do Trabalho e Fechamento de Atividades, tendo em vista que 90% do comércio e serviços do Município não possuem aglomerações, devido à crise financeira. Dentro das lojas do centro, ou bairros, são raras as que possuem vários compradores simultâneos e as que possuem, devem controlar os acessos. Por fim, reiteramos ao Sr. Prefeito que não iremos seguir qualquer decreto que impeça o trabalho a partir do dia 22 do mês de março de 2021 e pede que não sejam editados decretos neste sentido, pois a abertura não será uma opção do Sr. Prefeito, mas do povo contra os decretos e a fiscalização, ante a situação, iremos praticar a legítima defesa (Art. 25 do Código Penal), pois estaremos defendendo nossas famílias, nossos amigos, nossos colaboradores, todo cidadão e nosso patrimônio. Pedimos diálogo, honestidade, bom senso e que se afastem do espectro político, permitindo o povo trabalhar, para que evitemos enfrentamentos desnecessários que possam causar danos, quaisquer que sejam entre quem precisa trabalhar e agente da administração pública, seja na legislação, ou fiscalização. Queremos a paz, saúde e acima de tudo, que todos sejam livres. Atenciosamente, Empresários de BH Divulguem nos seus contatos, vamos fazer rodar o Brasil, pode ser o começo de um grande levante, temos que ter a dignidade de levar nosso sustento para nossa família e isso só se faz com trabalho! ",1
5,https://www.boatos.org/brasil/empresarios-de-belo-horizonte-juiz-de-fora-vicosa-curitiba-fortaleza-escrevem-carta-aberta-pregando-desobediencia-lockdown.html,18/03/2021,"Empresários de Belo Horizonte, Juiz de Fora, Viçosa, Curitiba e Fortaleza escrevem carta aberta pregando desobediência ao lockdown #boato","CARTA ABERTA DOS EMPRESÁRIOS DO MUNICÍPIO DE JUIZ DE FORA. Ao Sr. governador Romeu Zema e a prefeita Municipal Margarida Salomão , Vereadores, Comitê de Contingência ao Coronavírus e ao povo juizforano. Informarmos que a partir do dia 17 de março de 2021, não aceitaremos e muito menos seguiremos qualquer decreto que impeça qualquer pessoa no Município de juiz de fora de exercer seu Direito Constitucional da Livre Iniciativa (Art. 1o, IV, CF e Art. 170, CF). Qualquer novo decreto que impeça o trabalho irá comprometer outro Direito Constitucional, o da Dignidade da Pessoa Humana (Art. 1o, III, CF) seja para Empresários, Colaboradores, Funcionários Públicos, Aposentados e outros, pois, além de inviabilizar a continuidade de atividades, demissão em massa, quem tem seus proventos sofrerá com enorme redução em virtude da inflação no preço dos produtos. Pedimos que a Sra. Prefeita, Vereadores e Comitê de Contingência que esqueçam a política e adotem o tratamento precoce, transparência da vacinação e verbas, façam investimentos na área da saúde, aumento de leitos, insumos, estoque de medicamentos, EPIs, dentre outros que garantam atendimento médico a todos, bem como a fiscalização contínua de festas clandestinas, churrascos e aglomerações. Reiteramos que Distanciamento Social não é sinônimo de Proibição do Trabalho e Fechamento de Atividades, tendo em vista que 90% do comércio e serviços do Município não possuem aglomerações, devido a crise financeira. Dentro das lojas do centro, shoppings ou bairros, são raras as que possuem vários compradores simultâneos e as que possuem, devem controlar os acessos. Por fim, reiteramos a Sra. Prefeita que não iremos seguir qualquer decreto que impeça o trabalho a partir do dia 17 do mês de março de 2021 e pede que não sejam editados decretos neste sentido, pois a abertura não será uma opção do Sra. Prefeita, mas do povo juizforano contra os decretos e a fiscalização, ante a situação, iremos praticar a legítima defesa (Art. 25 do Código Penal), pois estaremos defendendo nossas famílias, nossos amigos, nossos colaboradores, todo cidadão juizforano e nosso patrimônio. Pedimos diálogo, honestidade, bom senso e que afastem-se do espectro político, permitindo o povo trabalhar, para que evitemos enfrentamentos desnecessários que possam causar danos, quaisquer que sejam entre quem precisa trabalhar e agente da administração pública, seja na legislação, ou fiscalização. Queremos a paz, saúde e acima de tudo, que todos sejam livres. Atenciosamente, Empresários de Juiz De Fora. Divulga nos seus contatos, vamos fazer rodar o Brasil, pode ser o começo de um grande levante, temos que ter a dignidade de levar nosso sustento para nossa família e isso só se faz com trabalho!",1
6,https://www.boatos.org/brasil/empresarios-de-belo-horizonte-juiz-de-fora-vicosa-curitiba-fortaleza-escrevem-carta-aberta-pregando-desobediencia-lockdown.html,18/03/2021,"Empresários de Belo Horizonte, Juiz de Fora, Viçosa, Curitiba e Fortaleza escrevem carta aberta pregando desobediência ao lockdown #boato","O POVO JÁ COMEÇA A REAGIR CARTA ABERTA DOS EMPRESÁRIOS DO MUNICÍPIO DE VIÇOSA MG. Ao Sr. governador Romeu Zema e ao Sr. Prefeito Municipal, Vereadores, do Comitê de Contingência ao Coronavírus e ao povo de VIÇOSA MG. Informarmos que a partir do dia 12 de março de 2021, não aceitaremos e muito menos seguiremos qualquer decreto que impeça qualquer pessoa no Município de VIÇOSA de exercer seu Direito Constitucional da Livre Iniciativa (Art. 1o, IV, CF e Art. 170, CF). Qualquer novo decreto que impeça o trabalho irá comprometer outro Direito Constitucional, o da Dignidade da Pessoa Humana (Art. 1o, III, CF) seja para Empresários, Colaboradores, Funcionários Públicos, Aposentados e outros, pois, além de inviabilizar a continuidade de atividades, demissão em massa, quem tem seus proventos sofrerá com enorme redução em virtude da inflação no preço dos produtos. Pedimos que a Sr. Prefeito, Vereadores e Comitê de Contingência que esqueçam a política e adotem o tratamento precoce, transparência da vacinação e verbas, façam investimentos na área da saúde, aumento de leitos, insumos, estoque de medicamentos, EPIs, dentre outros que garantam atendimento médico a todos, bem como a fiscalização contínua de festas clandestinas, churrascos e aglomerações. Reiteramos que Distanciamento Social não é sinônimo de Proibição do Trabalho e Fechamento de Atividades, tendo em vista que 90% do comércio e serviços do Município não possuem aglomerações, devido a crise financeira. Dentro das lojas do centro, shoppings ou bairros, são raras as que possuem vários compradores simultâneos e as que possuem, devem controlar os acessos. Por fim, reiteramos ao Sr. Prefeito que não iremos seguir qualquer decreto que impeça o trabalho a partir do dia 12 do mês de março de 2021 e pede que não sejam editados decretos neste sentido, pois a abertura não será uma opção da Sr. Prefeito, mas do povo de VIÇOSA contra os decretos e a fiscalização, ante a situação, iremos praticar a legítima defesa (Art. 25 do Código Penal), pois estaremos defendendo nossas famílias, nossos amigos, nossos colaboradores, todo cidadão de VIÇOSA e nosso patrimônio. Pedimos diálogo, honestidade, bom senso e que afastem-se do espectro político, permitindo o povo trabalhar, para que evitemos enfrentamentos desnecessários que possam causar danos, quaisquer que sejam entre quem precisa trabalhar e agente da administração pública, seja na legislação, ou fiscalização. Queremos a paz, saúde e acima de tudo, que todos sejam livres. Atenciosamente, Empresários de VIÇOSA MG. Divulga nos seus contatos, vamos fazer rodar o Brasil, pode ser o começo de um grande levante, temos que ter a dignidade de levar nosso sustento para nossa família e isso só se faz com trabalho!",1
7,https://www.boatos.org/brasil/empresarios-de-belo-horizonte-juiz-de-fora-vicosa-curitiba-fortaleza-escrevem-carta-aberta-pregando-desobediencia-lockdown.html,18/03/2021,"Empresários de Belo Horizonte, Juiz de Fora, Viçosa, Curitiba e Fortaleza escrevem carta aberta pregando desobediência ao lockdown #boato","#curitiba CARTA ABERTA DOS EMPRESÁRIOS DE CURITIBA E REGIÃO Ao Sr. governador Ratinho Junior e ao Prefeito Rafael Greca , Vereadores, Comitê de Contingência do Coronavírus e ao povo Curitibano. Informarmos que a partir do dia 17 de março de 2021, não aceitaremos e muito menos seguiremos qualquer decreto que impeça qualquer pessoa no Município de Curitiba de exercer seu Direito Constitucional da Livre Iniciativa (Art. 1o, IV, CF e Art. 170, CF). Qualquer novo decreto que impeça o trabalho irá comprometer outro Direito Constitucional, o da Dignidade da Pessoa Humana (Art. 1o, III, CF) seja para Empresários, Colaboradores, Funcionários Públicos, Aposentados e outros, pois, além de inviabilizar a continuidade de atividades, demissão em massa, quem tem seus proventos sofrerá com enorme redução em virtude da inflação no preço dos produtos. Pedimos que o Sr. Prefeito, Vereadores e Comitê de Combate ao Covid que esqueçam a política e adotem o tratamento precoce, transparência da vacinação e verbas, façam investimentos na área da saúde, aumento de leitos, insumos, estoque de medicamentos, EPIs, dentre outros que garantam atendimento médico a todos, bem como a fiscalização contínua de festas clandestinas, churrascos e aglomerações. Reiteramos que Distanciamento Social não é sinônimo de Proibição do Trabalho e Fechamento de Atividades, tendo em vista que 90% do comércio e serviços do Município não possuem aglomerações, devido a crise financeira. Dentro das lojas do centro, ou bairros, são raras as que possuem vários compradores simultâneos e as que possuem, devem controlar os acessos. Por fim, reiteramos ao Sr Prefeito que não iremos seguir qualquer decreto que impeça o trabalho a partir do dia 17 do mês de março de 2021 e pede que não sejam editados decretos neste sentido, pois a abertura não será uma opção do Sr Prefeito, mas do povo Curitibano contra os decretos e a fiscalização, ante a situação, iremos praticar a legítima defesa (Art. 25 do Código Penal), pois estaremos defendendo nossas famílias, nossos amigos, nossos colaboradores, todo cidadão Curitibano e nosso patrimônio. Pedimos diálogo, honestidade, bom senso e que afastem-se do espectro político, permitindo o povo trabalhar, para que evitemos enfrentamentos desnecessários que possam causar danos, quaisquer que sejam entre quem precisa trabalhar e agente da administração pública, seja na legislação, ou fiscalização. Queremos a paz, saúde e acima de tudo, que todos sejam livres. Atenciosamente, Empresários de Curitiba. Divulga nos seus contatos, vamos fazer rodar o Brasil, pode ser o começo de um grande levante, temos que ter a dignidade de levar nosso sustento para nossa família e isso só se faz com trabalho!",1
8,https://www.boatos.org/brasil/empresarios-de-belo-horizonte-juiz-de-fora-vicosa-curitiba-fortaleza-escrevem-carta-aberta-pregando-desobediencia-lockdown.html,18/03/2021,"Empresários de Belo Horizonte, Juiz de Fora, Viçosa, Curitiba e Fortaleza escrevem carta aberta pregando desobediência ao lockdown #boato","*CARTA ABERTA DOS EMPRESÁRIOS DE FORTALEZA-CE* Ao Sr. governador Camilo Santana, prefeito Municipal, Vereadores, Comitê de Contingência ao Coronavírus e ao povo de Fortaleza-Ce. Informarmos que a partir do dia 17 de março de 2021, não aceitaremos e muito menos seguiremos qualquer decreto que impeça qualquer pessoa de exercer seu Direito Constitucional da Livre Iniciativa (Art. 1o, IV, CF e Art. 170, CF). Qualquer novo decreto que impeça o trabalho irá comprometer outro Direito Constitucional, o da Dignidade da Pessoa Humana (Art. 1o, III, CF) seja para Empresários, Colaboradores, Funcionários Públicos, Aposentados e outros, pois, além de inviabilizar a continuidade de atividades, demissão em massa, quem tem seus proventos sofrerá com enorme redução em virtude da inflação no preço dos produtos. ",1
9,https://www.boatos.org/saude/salada-de-pepino-com-sal-cura-covid-19.html,18/03/2021,Salada de pepino com sal cura a Covid-19 #boato,“#SUMIDOURO #HOMEM DIZ TER SIDO CURADO POR #COVID19 COM APENAS #PEPINO!!!”.,1
